title,review
Jitsu wa Watashi wa,"My Monster Secret (Jitsu wa Watashi wa)Rating: 8/10Every once in a while, you come across a rom-com that doesn’t just make you laugh but also warms your heart. My Monster Secret is exactly that—a delightful mix of supernatural chaos, endearing characters, and wholesome romance that kept me smiling from start to finish. It’s quirky, it’s funny, and most importantly, it’s unapologetically sincere.The Premise: Refreshingly AbsurdThe story follows Asahi Kuromine, an ordinary high schooler with a not-so-ordinary problem: he’s terrible at keeping secrets. When he discovers that his crush, Youko Shiragami, is actually a vampire, he promises to protect her secret. But things don’t stay simple...for long as more supernatural shenanigans (and secrets) pile on.It’s the kind of premise that sets the stage for hilarity and heartache in equal measure. The blend of romance, comedy, and supernatural elements gives the show a unique flavor, and it doesn’t take itself too seriously, which works perfectly in its favor.What Made It Shine for MeThe Characters Are Lovable Weirdos:The heart of My Monster Secret lies in its characters. Shiragami is the kind of heroine you can’t help but root for—sweet, awkward, and deeply loyal. Asahi, meanwhile, is an absolute gem of a protagonist. Sure, he’s clumsy and a little clueless, but his sincerity and determination make him incredibly endearing.And then there’s the rest of the cast. From alien principals to devilishly mischievous childhood friends, every character brings something fun and unexpected to the table. They’re exaggerated, yes, but in a way that feels deliberate and charming rather than over-the-top.The Comedy Hits the Mark:I genuinely laughed out loud multiple times while watching this. The humor is ridiculous but never feels forced. Whether it’s Asahi’s panicked attempts to keep multiple secrets under wraps or the wild antics of his supernatural classmates, the show knows how to keep things light and hilarious.Romance With Heart:Beneath all the chaos, there’s a genuinely sweet romance at the core of the story. Asahi and Shiragami’s relationship develops naturally, with plenty of cute, awkward moments that make you want to cheer them on. It’s wholesome without being saccharine, and that balance is what makes it so satisfying.A Unique Take on the Supernatural Genre:Unlike most supernatural shows that focus on action or drama, My Monster Secret leans into its comedic side. It uses its fantastical elements not to create tension but to amplify the absurdity of everyday high school life. It’s a refreshing twist that makes the show stand out.Where It Could Have Been BetterPredictable at Times:As much as I enjoyed it, the story doesn’t stray too far from the rom-com formula. You can usually see where things are headed, even if the journey there is fun.Pacing Issues:Some episodes feel like they drag on a bit, especially when the focus shifts away from the main couple. The humor and side stories are enjoyable, but they occasionally overstay their welcome.Lack of Depth in Some Characters:While the main cast is well-developed, a few of the side characters feel more like running gags than fully fleshed-out individuals. It’s not a huge deal, but it does make certain moments feel repetitive.How It Felt Watching ItHonestly, My Monster Secret was pure joy. It’s the kind of show that doesn’t try to be anything more than what it is—a lighthearted, feel-good rom-com with a supernatural twist. It reminded me why I love anime’s ability to mix genres in such unexpected and delightful ways.Watching it felt like hanging out with an eccentric group of friends: chaotic, unpredictable, but always fun. There were moments that made me laugh out loud, moments that made me go “aww,” and even a few moments that surprised me with their sincerity.Why I Gave It an 8/10This anime deserves an 8/10 because it does exactly what it sets out to do—and does it well. It’s not trying to be groundbreaking or profound; it just wants to make you laugh, warm your heart, and maybe remind you that even the weirdest of us deserve love and acceptance. And for me, it absolutely succeeded.Would I Recommend It?If you’re in the mood for a rom-com that’s equal parts silly and sweet, My Monster Secret is an easy recommendation. It’s perfect for fans of shows like Rosario + Vampire or Nisekoi but with a more comedic and less fanservice-heavy vibe.Just don’t expect anything too serious—this is a show best enjoyed with a relaxed mind and a sense of humor. If you can roll with its absurdity, you’re in for a great time.Reviewer’s Rating: 8"
"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen","Great episode. The Clannad series had very flat and boring heroines. However, I am glad to see that this episode gives more character to Kyou and Ryou. Sunohara is still a bro. Tomoya acted a bit out of character in this episode, but it's understandable why. I appreciate that the plot they started got resolved. I usually hate how love triangles lead to long term awkwardness, but this one lasts one episode so I found it enjoyable.Better than the original Clannad, not as good as the climaxes in After Story.This is some text filler because for some reason I am supposed to write an...essay for a single episode, which I won't for obvious reasons. Please stop reading this review because there is nothing else."
Hitoribocchi no Isekai Kouryaku,"The other anime about the Most Notorious Yapper running concurrently with this one made me raise my ranking. I basically experienced shock therapy by watching the worst fantasy anime ever. I then came crawling back to the average Isekais, begging them to let me back in. Loner in Another World is just a standard Isekai (so far) and maybe very, very slightly better.The title is (thankfully) misleading because even though the MC is a loner, for most of the show he isn't alone. I'm kind of glad this is the case because I did not want to watch 12 episodes of a dude thinking to...himself and monologuing about his amazing sicko mode MMORPG playthrough. I'm also glad the show understands its place and doesn't take itself TOO seriously.The opening theme is pretty good. The story was weak at the start, but is average enough to be entertaining after a few episodes. The characters are not that interesting, but they aren't insufferable either. The animation is average. The plot is slightly above average so far because after 8 episodes, I am looking forward to where it goes. The opening is pretty good.Overall, pretty average. I recommend because even though it's average, it did not hurt to watch and by the end I was pretty entertained. McDonalds isn't that tasty nor is it healthy but I never regret eating it. Same here."
Blue Lock vs. U-20 Japan,"What they did to my favorite manga is absolutely nuts. One of the main points of Blue Lock is getting into the Flow state, yet this adaptation is literally the opposite of flow. The animation makes me want to bleach my eyes. I could recreate the entire 14 episodes in PowerPoint using screenshots taken every 5 seconds, and it would literally own this garbage of anime.The pacing is also all over the place. While the manga has its own pacing issues, it’s quadbilliontrillionmillionbillion times better than this vomit of a product. The art style, which is so dynamic and energetic in the manga, feels lifeless...here, failing to capture the intensity and psychological depth of the story.Please go read the manga—it delivers an infinitely better experience. Shame on 8bit for this.  🤢🤮 🤢🤮 🤢🤮 🤢🤮 🤢🤮 🤢🤮 🤢🤮 🤢🤮 🤢🤮 🤢🤮 🤢🤮 🤢🤮 🤢🤮 🤢🤮 🤢🤮 🤢🤮 🤢🤮 Literally made me cry how ass it was..."
Maougun Saikyou no Majutsushi wa Ningen datta,"A decent Anime. It's about a Human who is pretending to be a demon in the service of the Dark Lord as they wage war against humanity.You can clearly see that it's a low budget anime. The animation is not great, the writing is infantile and the story is all over the place. They also frequently pad up the runtime with unnecessarily long interactions that only serve to annoy the viewer. The first half of the Anime is rife with it.The main problem is that the anime doesn't know what it wants to be. There are episodes of nonstop combat, ""tactics"" and grandstanding....And then there are lighthearted romcom episodes that feel like fillers. The protagonist is surrounded by silly comic relief characters whenever literally everyone else in the world acts seriously. It can be really jarring at times, especially the ""rivals in romance"".The anime really shines I'd say in the last two episodes. It's finally taking itself seriously and delivers a relatively good battle without too many unnecessary distractions. There is a promise of a sequel as well. I guess.Overall for what I assume is a very low budget production I'd rate it at 6.5/10As I finished writing this I just realized that this isn't even an ISEKAI. What the hell. I hate it now."
Shoujo☆Kageki Revue Starlight,"My view of this anime is not impressive at all, throughout the episode when I watched this anime there was always a question in my mind, namely ""what is this anime about? What is the relationship between martial arts competitions and musical dramas?"" I can't understand the concept of this anime story. In this story, 8 girls compete in a musical drama but what is strange is that the competition is done by competing with weapons such as swords, sticks, and arrows while fighting they also lecture each other about their respective egos. This is the first time I have found the meaning of musical...drama will shift very far from its original meaning in this anime.., if you think you can find a spectacular and inspiring musical performance in this anime, you should bury that desire deep down because there is no musical performance in this anime so the music genre is wrong if it is attached to this anime. Then about the drama performance, this is also something I didn't find in this story because as I explained earlier, these 8 girls practice singing, dancing, and acting but instead compete in a strange way, namely fighting using swords and other weapons.  So about the competition that each character tries to win to become a starlight has nothing to do with musical ability, dancing or cleverness in acting in drama, but rather by being good at using weapons and giving lectures to influence the opponent's mind, then it is certain that you can win the competition. And at the end of this anime episode, all the strange competitions that the characters do along with the polemics of each character are only to determine who the main role is in the drama performance entitled starlight.?! A strange way for a role audition in a drama. Instead of showing a strong story in terms of music and performing arts, it only shows an abstract and ambiguous concept that does not meet any of the criteria for the anime genre.For the animation it is quite good and for the soundtrack, there is nothing memorable about the backsound.So the conclusion for this anime is that I cannot recommend it, it is better to try another anime with a similar story concept but a deeper introduction to performing arts or music. Thank you"
Space☆Dandy,"So much wasted potential, baby.Space Dandy has stunning art and animation, fun and vibrant characters and an interesting world. And it chooses to do very little with all of it. Space Dandy draws parallels with Cowboy Bebop but falls short of it on every metric.The less serious tone of the show trades character development and emotional punch for shallow jokes and simple gags. Episode 5, in which Dandy escorts a young girl, reveals the show is capable of such depth but chooses not to do so often.A lack of overarching story leads to a very episodic show. This isn't necessarily bad, but since...the characters of the show are almost one dimensional, there is very little feeling of development via story or character growth.The nonsensical plot and lack of consequences to the main characters cuts almost all the tension in the episodes. Seeing them getting blown up at the end of a scene doesn't mean they die, have lasting consequences or even acknowledge  the event at the start of the next scene.What carries this show is the beautiful art and animation. The galaxy explored is full of unique shapes, colours, and and creatures all wrapped up in a cool retro futuristic style . It is a seriously groovy experience that alone makes this show worth watching.The action can also be done quite well,  showcased best in episode 7's space race. Space Dandy's own take on redline,  the episode takes itself seriously. Packed full of action and style, is had me on my seat for the whole length of it. Unfortunately other action scenes in the show tend to be hampered by the bizarre comedic tone that portrays Dandy as an ineffective hero.Despite my criticisms, Space Dandy was still a fun watch. Just go in with low expectations and enjoy the ride, baby!"
Kaguya-hime no Monogatari,"Kaguya-hime was Isao Takahata-san's last film before he died. After watching most of them, I arrived at Kaguya-hime when it arrived in cinemas in Sweden. Loving his previous films under Ghibli's banner, I had immense expectations, and I fully enjoyed the very special occasion.Going by the experience of the film, it felt like a 9/10. However, after the film ended I was seized by how masterly everything was forged and put together. In the same way I can't deny how ""Fanny & Alexander"" is a 10/10 classic (you just have to surrender flat), I can't deny Kaguya-hime. The music, the artstyle, the story, how they...tell it. Everything about this film makes it clear: It is an absolute Japanese masterpiece.Rest in piece Isao Takahata. Ghibli will never be complete without you.(This review was posted for my own sake without any ambitions.)"
Re:Zero kara Hajimeru Isekai Seikatsu,"My issue with Re Zero is that it's way too unrealistic.The guy gets thrown into a dangerous world of constant death, and discovers that every time he dies, he leaps back in time. And the way he reacts... it's just surreal. Almost immediately, he starts adapting and trying to help his friends. He just catches onto things way too fast. How is he even supposed to be relatable?I mean, sure, he screws up a lot at first, but the speed with which he starts catching on is nothing short of unbelievable. How did this guy even end up becoming a NEET in his...previous life? Was he a NEET by choice? I can't imagine it being otherwise.I have autism. World is complex to me. The constant deluge of information is relentlessly chaotic for me to keep up with. Life just doesn't come naturally to autists. I have strategies for dealing with this. I make lists. I wrap a blanket around me and put on lo-fi music. Sure, everybody has their chaotic moments where they take a break from things and dabble in their hobbies away from everyone else, but I'm trying to say that life just doesn't come as naturally to autists. It just does not.This is why Re Zero is inaccessible to me. Had what happened to Subaru happened to me, I’d probably spend years in useless bouts of denial, and every time I returned by death, I would ask ""Did I just die?""— and I wouldn't be able to believe that I just did, and I'd gaslight myself into thinking that I was just daydreaming. Because it wouldn't make sense to me. I'd be sure I was imagining things up. How does he get it after just a few times?The characters? Okay, yeah. Emilia is...fine? Maybe? Like, she’s potato-adjacent, but at least she’s a nice potato. And Rem? Designed to appeal to otaku, for sure. Reinhard? He's cool.Maybe this show's story doesn’t have the conceptual weight of Higurashi or the cleverness of Steins;Gate or the raw ambition of Full Metal Daemon Muramasa in deconstructing character ego or the fluidity of Summertime Render or the memorability of Mushoku Tensei. But there’s something kind of fascinating about it anyway. It's like what if universe was designed by a rationalist and we could keep retrying life or if life was a video game made by Fromsoft. It's something that makes me feel like maybe I’m the problem. Like,  the reason I don’t love it isn’t that it’s bad, it's very good, but that I wouldn’t survive in its world."
Monster,"Easily a 10/10. I have to be honest, it gets a little boring in the middle, but if you push through a little bit, it can lead up into something  pretty interesting. Despite that, this anime still sits in my top 10 anime because it is that good. I'm actually quiet surprised that an anime this good can stay this quiet for so long. I have never seen it made an appearence anywhere except on MAL's top tier. The story is so exciting. My jaw dropped almost in every episode, especially towards the end of the series. Honestly my jaw may as well be...glued to the floor HAHA. There are so many twists and surpriseing things happening in the story.  If you're love crime themed movies and not prone to gore and blood, I highly reccomend this one."
Kono Subarashii Sekai ni Shukufuku wo! 3,"Konosuba has always been regarded as a series known for it's overusage of cheap jokes, X ammount of lewd references and turning what seems to be a serious problem at first, into a whole circus. Kazuma is your egotistical and perverted friend who keeps running his mouth, Aqua is a lazy bastard who's only good to create chaos, Megumin, despite her small structure, knows no boundaries when it comes to making BIG nuclear mushroom clouds and Darkness would do everything if it meant pain, a tier above Kazuma's perverted acts. Add all these ingredients and you've got a formula for a show that racked up...a lot of praises within the anime community, making it one of the top shows recommended to beginners. It had been 7 years since season 2 premiered. We'd gotten a very satisfying movie and a series dedicated on Megumin..but it never felt complete; we needed more Konosuba.And now that's here, i'm not sure what to feel about it. It doesn't feel like the Konosuba i've grown to appreciate. What once was a mindless trashtalking series, now has grown some sort of..character able to have feelings, to think on its own rationally.This season felt like 2 movies. One, focused about the adventures with Iris, the princess of Belzberg, that also manages to add a few relevant plot points for the future; and the other movie focused on Darkness having to pay a debt because of some issues of her own. That structure becomes a problem because in every movie i've watched, you always have to add some connection between the characters and the person watching: being relatable. There's still nonsense thrown around don't get me wrong but, at times it feels quite forced as if they're being silly for the sake of catering to the theme's show, you can feel that towards the latter stages of the season.And as a result of that, Megumin and Darkness had their ""chip"" replaced. Megumin appears to have a crush on Kazuma, she acts way more ""lovey-dovey"" towards him instead of her ""scum of the earth"" approach she used to have. Darkness aswell appears the same way, the masochism is no longer her entire character because of the whole series dedicating time to her feelings and overall background of her life. This in turn results in less potential of jokes between the two and, Aqua replacing them 2 as being the only one useless in the party.Konosuba relies on its characters foolishness to achieve its memorable moments. Once you take away part of what makes them great, it loses appeal. The episodes went by so fast without me ever cracking a laugh. Felt predictable and some scenes were unecessary. It doesn't help some characters didn't have any screentime like Wiz or Yunyun that can add some silly story in the mix.I've always heard: if it ain't broke, don't fix it! You can see the people who worked on this series gave it their best(voice acting, animation) there's no complaints there but; i question whether this change in character behaviour will pay off in the future. It's watchable but it will never feel memorable as the last 2 seasons, at least to me."
Jujutsu Kaisen 0 Movie,"Help My Girlfriend Is A DemonThis was the movie that told me that jujutsu kaisen could actually be entertaining all the way through without the feeling that it was like a saw and just kept going up and down.Story engaging, characters lovable goof balls that are unique, just the theme and The Journey,fights were so entertaining and gorgeously animatedIt cannot be understated how important the rule of cool is for the show, if it was just a little more cringe like Demon Slayer than it would not work, but it is cool and it shows me cool stuff, So my brain does not question...any of it.It's a Small Part in a big narrative, It works as a self-contained story and that is a feed for a movie like this."
Kage no Jitsuryokusha ni Naritakute!,"This anime's cover provoked me for months since appeared on a main page of MAL, it's just another situation when recommendation system simply doesn't work.What, another isekai anime with tags Action, Comedy, Fantasy and people call it a 'parody on isekai genre itself'? Sounds nice, for sure it must be pretty funny and original, right? I mean, there are Konosuba, Isekai Ojisan and Isekai Bishoujo Juniku Ojisan already as great examples of comedy parody on isekai and they were pretty fresh in its ways of resolving standard isekai situations.Forget about it, Kage no Jitsuryokusha ni Naritakute! is just a bad joke which repeated...hundreds of times with an idiotic stubbornness. How is it a parody on isekai if it's keep being so serious and pretentious in terms of plot and characters' motives? Obviously it's not a parody on isekai, author of this abomination is just pathetic and insecure so decided to use excuses for his cringe worth writing skills by including silly scenes everywhere so it would look like as a total farce and circus what could help with avoiding of critics which traditionally follows anything barely serious and plot oriented.Half of this garbage anime try hard to be a comedy. Oh, it's a parody on a comedy then! Okay, then author did a good job since made a lot of unfunny jokes and put in some random delusional fool instead as MC. Another half of anime is a mess full of lengthy boring battles and basic formal dialogues. Oh, it's a parody on meaningful anime then! Okay, then author did a good job again by making worthless incoherent plot which fails to intrigue.There is nothing to discuss here in terms of details or plot moves since all of them are meaningless and tasteless just like the author himself. I don't care how this anime looks and sounds, how much money were spent and who voices who here. It's just another  'popular TM' trash with some group of fanatics which can't do anything better than spread lies about 'parody' premise in this anime. This parody on anime itself totally deserves its parody-tier 'fans', what a joke."
Ookami to Koushinryou: Merchant Meets the Wise Wolf,"What a great anime, gentlemen, I came looking for copper and I found gold, I came with the idea that it was a normal isekai but I was wrong, the story is great, it's almost like Frieren but magic is changed for economy, Holo is a very well written character Now I understand why it is so popular, I thought that later she would become submissive to the protagonist but she has her character, I also love that this anime is not cliché in any way and that there is no harem, the female characters that appear are very interesting and the best thing is...that they don't fall in love with the protagonist because yes, the soundtrack is spectacular.I recommend it people, see Spice and Wolf, it's wonderful.10/10"
Zom 100: Zombie ni Naru made ni Shitai 100 no Koto,"Oh man, this show was horrible bruh, I can't even recommend this show to anyone after episode 2, like just let it end bruh, this is sooooooo embarassing to watch. The cast does not behave like they're in a zombie apocalypse, they behave like they are in a december vacation! I can only blame the youtube shorts that I saw but in fact it's not really the shorts that drawn me in, it was the black company in japan and insane work philosophy that employees have to endure to earn their check. This made me think the show was good at first(good real life premise,...relatable as f), when in fact the writing for the show is so bad that it can't carry the show at all.Was the story unique? In the beginning, yes, but afterwards it is just weeird, bruh. Best friend decide it's better to go naked than to wear something that zombies can't bite through your skin.Do I think the artstyle is fitting for the story? Ehh it's alright, sometimes the woman has cute looks, other times it look like it turned into a comedy show.Were the characters well-rounded? Well everyone is stupid except for Miss Risk Analyzer but overall I can't, bruh, I can't continue watching.Did the characters react to situations and events in a realistic way? NO THEY DIDN'T, GOD LEFT. GOD LEFT BECAUSE HE BEGIN TO QUESTION THEIR INTELLIGENCE.Do you think others will enjoy/dislike this series, even if you didn't? Why?No, I mean if they are really bored, they might enjoy it, other wise, they are just delusional. Sure, the females are hot, but that's it, there's no well-written romance. There's no life and death situation which brings them closer, no. It's about ME, ME, ME, the MC itself."
Blue Archive the Animation,"Gacha adaptations… Gacha adaptations… Goddamn Gacha adaptations… Where do I begin with this one? Gacha adaptations are the most infamous adaptations in the industry. They’re the type of shows that clearly have no idea how to set up their stories. Either they tried too hard to connect with their source materials or they’re just lazy promotions for said materials. Blue Archive is clearly a victim of this. This sparks a lot of red flags regarding how it promotes the game itself that you might really consider thinking if the anime even tried or if you just want to play the game instead. Quite the series...we have here, huh? But tell me, the OPs and EDs are promising so you may think this show would at least be a tolerable one, don’t you- Absolutely not, and I would guarantee to tell why this series fails in a lot of fundamental aspects.What is Blue Archive about? This series is about Sensei (yes, he’s called that, he doesn’t really have an official name unless you consider our usernames in the game) who is hired to be… you guessed it, a teacher. His job is to take care of the schools in a world we call “Kivotos”. In this scenario, though, this show is at least based on the Countermeasures Committee arc. Shiroko found Sensei lying around on the ground in the town and thought it would be a good idea to have him as the teacher of a forbidden school named “Abydos”. Abydos is a shell of what it was before because as of currently, it doesn’t have any students other than the Foreclosure Task Force which consists of Shiroko, Serika, Ayane, Nonomi, and Hoshino. They want Sensei to stay around for longer because not only do they want to keep the school they study in healthy but there’s also danger involved. Blue Archive’s premises are interesting because unlike other school anime whether they have fantasy involved or not, there’s always initial tension involved and each of the story ideas tells us the creation and mystery of each relevant school. Sadly, however, this won’t last for long.Before I get into how the anime is directed, let me briefly explain Volume 1 of the game first. I’m personally not a fan of Volume 1 (and the game’s storytelling in general). While they do have nice build-ups, they feel a little too stagnant for what they are. They rely a little too much on slice-of-life aspects and as much as I’m a fan of SoL, they tend to get in the way of the story’s progression. Hell, even if we get to the serious parts, the story tends to take itself too seriously. It tries too hard to express the personal struggle of each character but most of it either felt forced or doesn’t matter. It also has symbolism which is actually damn awesome but in the end, it’s rendered as more of a concept than an actual connection to the story. With all of this being said, this right here is an anime adaptation we’re talking about. You would think that even with just 12 episodes, it should at least decently address the problems of volume 1 in the game, right? To that, I answer, HELL NO. In fact, the series does the opposite. Even for non-BA standards, the anime disrespected what the game really offered and it’s really painful to look at.The direction is the biggest cause of this show. While the direction in the game is still mediocre at best, it at least stayed true to how it connects with the story. This one, on the other hand, misses the whole point of what the story in the game aims for. It even misses the point of what Sensei is. More on that later. But you get what I mean here. The directing is the cause of why the pacing is so problematic in the first place. Cutting out the prologue is the biggest mistake this show has ever made. The prologue actually shows us how Sensei roams around Kivotos while also building his responsibilities as a teacher. We see how Sensei meets his students. We see how he takes care of his students. We see how danger is set up. Heck, we even see the mysteries set around the world. We don’t see ALL OF THIS in the show. It’s as if the show thought the first few minutes of volume 1 was the true start. On the surface, this doesn’t seem so bad. But if you had played the game before, you would have realized that this is not how we start the story. There are a lot of unanswered questions involved and this is our first encounter.Hell, even ignoring how this show cuts out the prologue for no reason, the directing is still bad. We have a lot of cool and strong shit from the game. We have the halos which play a very crucial role in the story. We have the origins of Kivotos. We have the mysterious evil leaking in Kivotos. We have Sensei’s credit card. We even have heavy lore revolving around the characters. You wanna know what the show did? While most of those are present here, none of them actually play a role while other stuff like the credit card is left out. Why? It’s because the show treats Blue Archive as a slice-of-life romcom with action as a superficial aspect (again, more on said aspect later) instead of what the game is even about. This is not Lycoris Recoil. This show shouldn’t really be doing any of this. It has a lot of things that are in the game and it still didn’t even try to use any of it alongside the absence of the prologue on top of it. If you’re wondering how nothing happens when someone gets shot by a gun even after finishing the show, I wouldn’t blame you. This is a massive problem we’re facing and it’s only spreading from here.The halos aren’t really explained here. They’re really just there for aesthetic purposes while students are invincible to gunshots. This show either forces us to play the game to discover how it works or it purposely reduces that factor into plot armor. Like I said, it doesn’t end here. The show contradicts the story by shoving in a lot of slice-of-life and comedy aspects to “cover” the unanswered chaos involved. While the game still overuses those aspects, those treatments are even worse here. The show really doesn’t know what it tries to aim for. It just seems like it wants to be like the generic seasonals we see before. It plays too safe with its setup. It doesn’t want to expand more on serious stuff. It’s not funny. It’s how it is. By the way, I mentioned how symbolism in Blue Archive is relatively underused in the game. It’s a good time to point out that it’s not present here and… that’s also really a massive problem. I can forgive the game for rendering symbolism as concepts even if it degrades the writing. But leaving them out is a horrible thing, even worse than cutting out the prologue because they’re used to show us what the mysteries are.Lastly, the fight scenes are garbage. Some may consider this as a nitpick and that’s totally understandable. But I just can’t stress to you how negatively it affects the show. The choreography is complete nonsense. Characters resolve each problem in each fight by asspulls, such asspulls as removing hardcore consequences the moment students are about to win or students are motivated by Sensei’s weak-ass words just because. There is something really off with the choreography. We’re not given enough time to see how students fight. We spend the rest of the time seeing characters do surface-level stuff. They don’t really show how they fight effectively. We just see characters winning by either random luck of their own or elements of surprise. The show is too afraid to hurt its own characters because of those problems. Hell, we can ignore the horrible fight scenes and this glaring problem is still presented. Even Hoshino, who sacrificed herself to save the Foreclosure Taskforce, is given a treatment that is not harsh enough.Let’s move on to the cast, consisting of Sensei the main teacher, Shiroko the bank robber, Serika the tsundere cat, Ayane the table flipper, Nonomi the sunflower with a minigun, and Hoshino the unstabled uncle. The main girls aren’t really much to speak of, even in the game. They have no personality other than being based on one character trait. Yeah, they do their own purpose but that’s really about it. Nothing to say here because they aren’t really worth more than a few sentences individually. The same can be said with the side cast. They have a role for each but they don’t do much. None of these characters are close to being impactful. They’re too straightforward and they don’t express much besides their cookie-cutter expressions. Yeah, we have the famous Aru shock face meme presented but most of the time, they’re really just plot devices to move the plot forward.But no other character comes close to being a problem child as the Sensei in this show. He is, without question the worst part of this godforsaken adaptation ever. Sensei in the game was actually a character of his own. He’s mature, he’s independent, and he sets up his own responsibilities. While I still don’t think he’s that great of a character, everything he does in the game is at least understandable. In the anime, you get none of that. He’s reduced to being a generic harem protagonist who’s afraid of certain things for no reason. He really has nothing to show. He’s just there because the anime really needed a teacher around. Think about it, he’s a living contradiction to the story. He clearly has no idea what he does as a teacher. He only does his job because his students really need to succeed. While that is understandable by itself, he’s brainless because he mostly follows his own students just to keep his job going instead of actually taking care of his own responsibilities alone for once. Seriously, I really want to punch him in the face.The animation in this is bland. It’s stiff. It looks like it was made by middle schoolers who recently discovered Twitter. The character designs, anime or game, are a massive hit-or-miss. While they at least fit with each character, most of the time, they still look generic and aren’t really my cup of tea. The soundtrack, minus the OP and ED both of which are fine, is deplorable. From a generous perspective, this is the biggest crime in the show minus the absences of the prologue and the symbolism as well as the flanderization of Sensei. The music is outright amateur and doesn’t fit well with Blue Archive at all. The voice acting is good, though. Hoshino’s voice actress really went all out with her character.It’s a shame with how the anime went and the anime is a shame itself. Really, though, it manages to miss the whole point of what Blue Archive is. Listen, I personally don’t like Blue Archive in general but I can still see how it’s written. This show is a spit in the face in how it “promotes” the game. It’s yet another generic example of how fundamentally flawed Gacha adaptations are. Just look at Arknights for a moment. Sure, it’s not very amazing but the story in there is still pretty good and manages to connect with the game well. Blue Archive’s anime cannot do the same. It tries too hard to be its own thing when it messes with what the game offers. Let’s hope that if it were to have a sequel that adapts volume 2, it would at least avoid the problems this anime has. But I highly doubt it would happen."
Shoushimin Series,"SHOUSHIMIN completed 8.62/10""we r just arrogant high schoolers""P U R E - P E R F E C T I O NI was originally gonna start this review with this (when I started ep 9)""I am gonna first talk about the thing I HATE ABOUT THIS SHOW, is that it's suppose to be ordinary, and  how many people hated the  'filler' eps those were my best eps, as that is what it's suppose to symbolize and not this whole ass  hard core criminal storyline, cuz this then just turns into child detetvie trope, detection q, conan, kindaichi etc""...But after completing ep 9, my heart went steady again, and I was proved wrong, that NO, THEIR IS NOT A SINGLE THING WRONG WITH THIS ANIME, not ONEWith the quote above(start of the review) , it made it clear that the show is, was and will be ABOUT CHASING THE ORDINARY as stated in the titleI was hoping for something hyouka esqueI got something diff completely which just shows yonesawa's writing capabilities, his these two works r WORLDS APARTComing to the worldSo. Much filling and vibrance in a world which is exactly empty,I have seen shows, post covid prods which visibly become empty, desolate, this show, literally. At most u can see two characters for most of ep, but still it's so filled in rich, lived in world, the rusty pavements, the cocao milk marks in cup,In the ep6 where kobato and waw-toh-sawn were sitting in the ramen shop, it was literally them and still assetsButThe giggles, the counter remarks, the sound, te chatter, the speaker whistle, cooking sounds and no music mind u, literally made it fkin LIVED INAnd this is the diff between rdr2 and gta v, and why I always prefer rdr2 as best games every created, and gta not even in the barrelThis anime gave a vibe of ONE OF A KIND Jdrama and a great kdrama, IT FELT REAL but animated at same timeI got mislead into thinking by people, that it was actually not that good, by Mal reviews and people in this group, but Damm oh Damm what a complete 360 turn of events FOR ME SUBJECTIVELYI still dont understabd the 7.31 score, I can't justify itHere people want DIFFERENT ANIME, than just generic predictable brain rotsThis was literally diff, this is their ages x their GENERATION'SSagrada reset, zaregoto, monogatari, bunny senpai, SUBETE f, kakshigotoAnd they treat like thisComing to charactersJust wanna talk about oneDojima = watson banter ( a play on classic CASE BRINGING CHARACTERS)He was meant to be watson(waw-aww-toh-sawn), without doubt, not the observer but the one who brings the casesRegarding the ""mysterjes"", if we can quantify it like thatI could connect to the mystery at a much more personal lvl, cuz that's literally what I do and used to do, posisbilites IN ""HOW CAN I SUBVERT THIS situation"" , how would I respond, how can i eat the extra shit without anybody suspecting or feeling doubtful, how can i successfully copy notes without them knowing or understanding  even if they can see me doing itS2 IS ANNOUNCED, and the world is STILL okay, everything still hasn't gone to shitIT OUTDID ON ALL PARAMETERS, this is anime, this is what we stand onGREAT FUCKING SHIT"
Great Pretender,"A very very good 6. I would recommend it for the thrilling contained heists but dont be surprised if you find yourself wanting to drop.It took me many years to finish this (i watched the first part on netflix then time kept getting away from me after the second part released).The animation, overall story, music, etc is all top notch, but the conman plans in each arc are fun as an arc but I didnt feel like the overall story was moving forward (kinda like detective conan or other long running shows) EXCEPT for the growing feeling that the mc was being used. This...cycle kept making me lose interest over the years and only watch a few episodes at a time.This feeling was brought to a head at the end and it feels like some pretty big narrative swings were about to be taken until collapsing back into same ol same ol safe conclusions.I think the first two con heists are really fun, but as a whole the show should have shrunk its run time and been more brave with the ending."
